Student_Number,First_Name,Last_Name,Status,Current_Track,Current_Year_Entry_Date,Current_Year_Exit_Date,Grade_Level,School,Membership,Present,Absent,Tardies,Special_Education_Program
2536,First1536,Last1536,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2537,First1537,Last1537,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,1
2538,First1538,Last1538,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,82,30,0,1
2539,First1539,Last1539,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2540,First1540,Last1540,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,100,12,0,1
2541,First1541,Last1541,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2542,First1542,Last1542,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,100,12,0,0
2543,First1543,Last1543,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2544,First1544,Last1544,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2545,First1545,Last1545,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,0
2546,First1546,Last1546,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2547,First1547,Last1547,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2548,First1548,Last1548,Unknown,,8/24/2020,8/2/2020,8,KIPP Columbus Middle,0,0,0,0,0
2549,First1549,Last1549,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2550,First1550,Last1550,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,89,23,0,1
2551,First1551,Last1551,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,1
2552,First1552,Last1552,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,0
2553,First1553,Last1553,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,103,9,0,0
2554,First1554,Last1554,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2555,First1555,Last1555,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2556,First1556,Last1556,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,1
2557,First1557,Last1557,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,96,16,0,0
2558,First1558,Last1558,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,58,54,0,0
2559,First1559,Last1559,Inactive,,8/24/2020,2/11/2021,8,KIPP Columbus Middle,95,95,0,0,0
2560,First1560,Last1560,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,110,2,0,0
2561,First1561,Last1561,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,104,8,0,0
2562,First1562,Last1562,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2563,First1563,Last1563,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,110,2,0,0
2564,First1564,Last1564,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2565,First1565,Last1565,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2566,First1566,Last1566,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,93,19,0,0
2567,First1567,Last1567,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,103,9,0,0
2568,First1568,Last1568,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,109,3,0,0
2569,First1569,Last1569,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,95,17,0,0
2570,First1570,Last1570,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2571,First1571,Last1571,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,106,6,0,0
2572,First1572,Last1572,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,110,2,0,0
2573,First1573,Last1573,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,110,2,0,0
2574,First1574,Last1574,Inactive,,8/24/2020,5/30/2020,8,KIPP Columbus Middle,0,0,0,0,0
2575,First1575,Last1575,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,110,2,0,0
2576,First1576,Last1576,Inactive,,8/24/2020,5/30/2020,8,KIPP Columbus Middle,0,0,0,0,0
2577,First1577,Last1577,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,65,47,0,1
2578,First1578,Last1578,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111.5,0.5,0,0
2579,First1579,Last1579,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,1
2580,First1580,Last1580,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,99,13,0,0
2581,First1581,Last1581,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,106,6,0,0
2582,First1582,Last1582,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,90,22,0,0
2583,First1583,Last1583,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,108,4,0,0
2584,First1584,Last1584,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2585,First1585,Last1585,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,104,8,0,0
2586,First1586,Last1586,Inactive,,8/24/2020,5/30/2020,6,KIPP Columbus Middle,0,0,0,0,0
2587,First1587,Last1587,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,108,4,0,0
2588,First1588,Last1588,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,85,27,0,0
2589,First1589,Last1589,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2590,First1590,Last1590,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2591,First1591,Last1591,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,110,2,0,0
2592,First1592,Last1592,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,0
2593,First1593,Last1593,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,108,4,0,0
2594,First1594,Last1594,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,108,4,0,0
2595,First1595,Last1595,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2596,First1596,Last1596,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,104,8,0,0
2597,First1597,Last1597,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2598,First1598,Last1598,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,96,16,0,0
2599,First1599,Last1599,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,99,13,0,0
2600,First1600,Last1600,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,90,22,0,0
2601,First1601,Last1601,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,110,2,0,0
2602,First1602,Last1602,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,104,8,0,0
2603,First1603,Last1603,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2604,First1604,Last1604,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,80,32,0,0
2605,First1605,Last1605,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,98,14,0,0
2606,First1606,Last1606,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,107,5,0,0
2607,First1607,Last1607,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,98,14,0,0
2608,First1608,Last1608,Inactive,,8/24/2020,8/1/2020,7,KIPP Columbus Middle,0,0,0,0,1
2609,First1609,Last1609,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,97,15,0,0
2610,First1610,Last1610,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2611,First1611,Last1611,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2612,First1612,Last1612,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,81,31,0,0
2613,First1613,Last1613,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2614,First1614,Last1614,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2615,First1615,Last1615,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,94,18,0,0
2616,First1616,Last1616,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,86,26,0,0
2617,First1617,Last1617,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,0
2618,First1618,Last1618,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2619,First1619,Last1619,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2620,First1620,Last1620,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,96,16,0,0
2621,First1621,Last1621,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,103,9,0,0
2622,First1622,Last1622,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2623,First1623,Last1623,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,89,23,0,0
2624,First1624,Last1624,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2625,First1625,Last1625,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,97.5,14.5,0,1
2626,First1626,Last1626,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,106,6,0,0
2627,First1627,Last1627,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,96,16,0,0
2628,First1628,Last1628,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2629,First1629,Last1629,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2630,First1630,Last1630,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,80,32,0,0
2631,First1631,Last1631,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,0
2632,First1632,Last1632,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2633,First1633,Last1633,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,1
2634,First1634,Last1634,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,106,6,0,1
2635,First1635,Last1635,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,1
2636,First1636,Last1636,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,101,11,0,0
2637,First1637,Last1637,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,95,17,0,0
2638,First1638,Last1638,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,0
2639,First1639,Last1639,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2640,First1640,Last1640,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,81,31,0,0
2641,First1641,Last1641,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,83,29,0,0
2642,First1642,Last1642,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,0
2643,First1643,Last1643,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,105,7,0,0
2644,First1644,Last1644,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,107,5,0,0
2645,First1645,Last1645,Inactive,,8/24/2020,11/11/2020,0,KIPP Columbus Primary,47,41,6,0,0
2646,First1646,Last1646,Inactive,,8/24/2020,11/11/2020,1,KIPP Columbus Primary,47,45,2,0,0
2647,First1647,Last1647,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,111,1,0,0
2648,First1648,Last1648,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2649,First1649,Last1649,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,104,8,0,0
2650,First1650,Last1650,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,109,3,0,1
2651,First1651,Last1651,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2652,First1652,Last1652,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,109,3,0,0
2653,First1653,Last1653,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,112,0,0,0
2654,First1654,Last1654,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2655,First1655,Last1655,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2656,First1656,Last1656,Active,A,12/7/2020,6/4/2021,0,KIPP Columbus Primary,52,52,0,0,0
2657,First1657,Last1657,Inactive,,8/24/2020,8/25/2020,1,KIPP Columbus Primary,1,1,0,0,0
2658,First1658,Last1658,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,109,3,0,0
2659,First1659,Last1659,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2660,First1660,Last1660,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,107,5,0,0
2661,First1661,Last1661,Inactive,,8/25/2020,9/19/2020,0,KIPP Columbus Primary,17,17,0,0,0
2662,First1662,Last1662,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,0
2663,First1663,Last1663,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,94,18,0,0
2664,First1664,Last1664,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2665,First1665,Last1665,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,112,0,0,1
2666,First1666,Last1666,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,96,16,0,0
2667,First1667,Last1667,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,100,12,0,0
2668,First1668,Last1668,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2669,First1669,Last1669,Inactive,,8/24/2020,11/9/2020,1,KIPP Columbus Primary,45,44,1,0,0
2670,First1670,Last1670,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2671,First1671,Last1671,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2672,First1672,Last1672,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,107,5,0,0
2673,First1673,Last1673,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,110,2,0,0
2674,First1674,Last1674,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,112,0,0,0
2675,First1675,Last1675,Unknown,,8/24/2020,8/2/2020,0,KIPP Columbus Primary,0,0,0,0,0
2676,First1676,Last1676,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,0
2677,First1677,Last1677,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,0
2678,First1678,Last1678,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,102,10,0,0
2679,First1679,Last1679,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2680,First1680,Last1680,Inactive,,8/24/2020,9/1/2020,0,KIPP Columbus Primary,6,0,6,0,0
2681,First1681,Last1681,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,98,14,0,0
2682,First1682,Last1682,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,105,7,0,0
2683,First1683,Last1683,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,87,25,0,0
2684,First1684,Last1684,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,105,7,0,0
2685,First1685,Last1685,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,0,112,0,0
2686,First1686,Last1686,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,110,2,0,0
2687,First1687,Last1687,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,106,6,0,0
2688,First1688,Last1688,Active,B,8/28/2020,6/4/2021,0,KIPP Columbus Primary,108,100,8,0,0
2689,First1689,Last1689,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,0
2690,First1690,Last1690,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,98,14,0,0
2691,First1691,Last1691,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,101,11,0,0
2692,First1692,Last1692,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,103,9,0,0
2693,First1693,Last1693,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2694,First1694,Last1694,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,112,0,0,0
2695,First1695,Last1695,Active,B,10/6/2020,6/4/2021,0,KIPP Columbus Primary,85,82,3,0,0
2696,First1696,Last1696,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,0
2697,First1697,Last1697,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,1
2698,First1698,Last1698,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,102,10,0,0
2699,First1699,Last1699,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,109,3,0,0
2700,First1700,Last1700,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,109,3,0,0
2701,First1701,Last1701,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,109,3,0,0
2702,First1702,Last1702,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,0
2703,First1703,Last1703,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,83,29,0,0
2704,First1704,Last1704,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,0
2705,First1705,Last1705,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,101,11,0,0
2706,First1706,Last1706,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,102.5,9.5,0,0
2707,First1707,Last1707,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,109,3,0,0
2708,First1708,Last1708,Active,B,10/12/2020,6/4/2021,0,KIPP Columbus Primary,81,80,1,0,0
2709,First1709,Last1709,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,95,17,0,0
2710,First1710,Last1710,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,98,14,0,0
2711,First1711,Last1711,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,109,3,0,1
2712,First1712,Last1712,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,1
2713,First1713,Last1713,Inactive,,8/24/2020,11/3/2020,1,KIPP Columbus Primary,42,42,0,0,0
2714,First1714,Last1714,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,105,7,0,0
2715,First1715,Last1715,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,0
2716,First1716,Last1716,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,110,2,0,1
2717,First1717,Last1717,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,1
2718,First1718,Last1718,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,112,0,0,1
2719,First1719,Last1719,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,63,49,0,1
2720,First1720,Last1720,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,106,6,0,1
2721,First1721,Last1721,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,106,6,0,0
2722,First1722,Last1722,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,76,36,0,1
2723,First1723,Last1723,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,106,6,0,0
2724,First1724,Last1724,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,109,3,0,0
2725,First1725,Last1725,Inactive,,8/24/2020,8/2/2020,0,KIPP Columbus Primary,0,0,0,0,0
2726,First1726,Last1726,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,98,14,0,0
2727,First1727,Last1727,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,0
2728,First1728,Last1728,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,111,1,0,0
2729,First1729,Last1729,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,112,0,0,0
2730,First1730,Last1730,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2731,First1731,Last1731,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,102.5,9.5,0,0
2732,First1732,Last1732,Active,A,8/27/2020,6/4/2021,0,KIPP Columbus Primary,109,87,22,0,0
2733,First1733,Last1733,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,104,8,0,0
2734,First1734,Last1734,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,92,20,0,0
2735,First1735,Last1735,Inactive,,8/24/2020,8/2/2020,0,KIPP Columbus Primary,0,0,0,0,0
2736,First1736,Last1736,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,107,5,0,0
2737,First1737,Last1737,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,102,10,0,0
2738,First1738,Last1738,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,112,0,0,0
2739,First1739,Last1739,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,112,0,0,0
2740,First1740,Last1740,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,102,10,0,1
2741,First1741,Last1741,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,64,48,0,0
2742,First1742,Last1742,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,110,2,0,0
2743,First1743,Last1743,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,106,6,0,0
2744,First1744,Last1744,Inactive,,8/24/2020,9/8/2020,1,KIPP Columbus Primary,9,4,5,0,1
2745,First1745,Last1745,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108.5,3.5,0,0
2746,First1746,Last1746,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2747,First1747,Last1747,Inactive,,8/24/2020,8/26/2020,0,KIPP Columbus Primary,2,1,1,0,1
2748,First1748,Last1748,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,1
2749,First1749,Last1749,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,102,10,0,0
2750,First1750,Last1750,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2751,First1751,Last1751,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2752,First1752,Last1752,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,103,9,0,0
2753,First1753,Last1753,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,112,0,0,1
2754,First1754,Last1754,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,109,3,0,0
2755,First1755,Last1755,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,107,5,0,0
2756,First1756,Last1756,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,96,16,0,0
2757,First1757,Last1757,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,0
2758,First1758,Last1758,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,112,0,0,0
2759,First1759,Last1759,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,68,44,0,0
2760,First1760,Last1760,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2761,First1761,Last1761,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,0
2762,First1762,Last1762,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,108,4,0,0
2763,First1763,Last1763,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,106,6,0,0
2764,First1764,Last1764,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,101,11,0,0
2765,First1765,Last1765,Active,B,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,112,0,0,0
2766,First1766,Last1766,Active,A,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,100,12,0,0
2767,First1767,Last1767,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,105,7,0,0
2768,First1768,Last1768,Inactive,,8/24/2020,9/18/2020,0,KIPP Columbus Primary,17,4,13,0,0
2769,First1769,Last1769,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2770,First1770,Last1770,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,112,0,0,0
2771,First1771,Last1771,Active,C,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,109,3,0,0
2772,First1772,Last1772,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,109,3,0,1
2773,First1773,Last1773,Active,B,8/24/2020,6/4/2021,1,KIPP Columbus Primary,112,110,2,0,0
2774,First1774,Last1774,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,110,2,0,0
2775,First1775,Last1775,Active,A,12/7/2020,6/4/2021,1,KIPP Columbus Primary,52,44.5,7.5,0,0
2776,First1776,Last1776,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,106,6,0,1
2777,First1777,Last1777,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,95,17,0,1
2778,First1778,Last1778,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,103,9,0,0
2779,First1779,Last1779,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,99,13,0,0
2780,First1780,Last1780,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,110,2,0,0
2781,First1781,Last1781,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,68,44,0,0
2782,First1782,Last1782,Active,C,11/30/2020,6/4/2021,1,KIPP Columbus Primary,57,54,3,0,0
2783,First1783,Last1783,Active,C,9/21/2020,6/4/2021,0,KIPP Columbus Primary,94,93,1,0,0
2784,First1784,Last1784,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,96,16,0,0
2785,First1785,Last1785,Active,C,11/30/2020,6/4/2021,1,KIPP Columbus Primary,57,50,7,0,0
2786,First1786,Last1786,Active,C,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,108,4,0,1
2787,First1787,Last1787,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,77,35,0,0
2788,First1788,Last1788,Active,A,8/24/2020,6/4/2021,0,KIPP Columbus Primary,112,111,1,0,0
2789,First1789,Last1789,Active,C,10/26/2020,6/4/2021,0,KIPP Columbus Primary,76,66,10,0,0
